Country,Year,MonthCode,Month,Name of distribution company,Name of major city,Additional Info,Number of EV Charging Stations excluding Heavy Duty Vehicles charging stations (including EV charging points) (UOM:Number) |Scaling Factor:1,Number of PCS specific to Heavy Duty Vehicles (E-bus etc.) (UOM:Number) |Scaling Factor:1,Electricity consumed in Electric Vehicle (EV) charging stations excluding heavy duty vehicles Public Charging Station (PCS) (UOM:KWH(KilowattPerHour)) |Scaling Factor:1,Electricity consumed in heavy duty Public Charging Station (PCS) only (UOM:KWH(KilowattPerHour)) |Scaling Factor:1,Total electricity consumed of Electric Vehicle (EV) charging stations (UOM:MU(Megaunit)) |Scaling Factor:1
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022","CESC Mysore,Kar","Mysore, Mandya,Hassan, Kodagu",,11,0,960,0,0.001
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022","CESC, WB",Kolkata,,5,11,320,257298,0.258
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","TSNPDCL, Tng","Adilabad,Hanamkonda,Kamareddy,Karimnagar,Khammam,Mahabubabad, Nirmal,Nazimabad, Pdeapally,Warangal",,9,0,583,0,0.001
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","BYPL, Delhi",New Delhi,,984,2,1693118,628800,2.322
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","Brihan Mumbai Electric Supply Company (BEST),Mah",Mumbai (Best),,11,10,29346,1486230,1.516
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","CESC Mysore,Kar","Mysore, Mandya,Hassan, Kodagu",,9,0,847,0,0.001
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","CESC, WB",Kolkata,,5,11,306,255214,0.256
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","DGVCL, Guj","Surat City, Navsari,Vapi-Town, Haldarva,Bharuch East, Kavadiya Colony",,7,1,17941,580940,0.599
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","DVC, WB","Maithon,Dhanbad","* = Due to non submission of data by some DISCOMs/entities , the total power consumption is provisional and may be updated later.",1,0,0,0,0
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","HESCOM,  Kar",,Information not provided,,,,,
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","JDVVNL, Raj",Pali,,,,,,
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","KSEB, Ker","Thiruvananthapuram,Ernakulam,Kozhikode",,37,3,32821,31120,0.064
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","LPDCL, UT of Ladakh",,,,,,,
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","MESCOM, Kar","Mangaluru, Udupi,Shivamogga,Chikkamagaluru",,63,0,4072,0,0.004
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","MSEDCL, Mah","Navi Mumbai,Pune, Thane,Nagpur",,2316,11,49118,4512882,4.562
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","NBPDCL, Bihar",Patna,,,,,,
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","Noida Power Company Ltd.(NPCL), UP",Greater Noida,,1,0,1111,0,0.001
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","APDCL, Assam","Badarpur,Karimganj,Kokrajhar,Nagaon,Silchar,Guwahati,Tezpur",,18,2,37095,24540,0.062
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","APEPDCL, AP","Visakhapatnam,Rajmahendravaram,West Godavari,Srikakulam,Vizianagaram Etc",,38,0,5463,0,0.005
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","APSPDCL, AP","Anantpur,Kadapa,Kurnool,Nellore,Tirupati",,11,5,1588,12948,0.015
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","AVVNL, Raj",Ajmer,from April 22,7,0,18614,0,0.019
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","BRPL, Delhi",New Delhi,,1373,1,3065403,881220,3.947
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","PGVCL, Guj","Rajkot, Surendranagar,Junagadh, Jamnagar,Morbi, Botad",,7,1,8321,153400,0.162
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","UHBVN,Haryana","Panchkula, Karnal,Kaithal, Sonipat",,8,0,12529,0,0.013
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022",SBPDCL,Patna,,,,,,
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","TANGEDCO,TN","Coimbatore,Villupuram,Tirunelveli,Chennai North, Vellore",,35,0,60540,0,0.061
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","TPCODL, Orissa",Bhubaneswar,,3,0,84,0,0
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","TSSPDCL, Tng",Hyderabad,,27,3,16739,2630,0.019
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","Tata Power-DDL,Delhi",New Delhi,,546,2,2480000,1150000,3.63
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","Torrent Power,Guj",Ahemdabad,,9,5,12077,1631764,1.644
India,"Financial Year (Apr - Mar), 2022",202206,"September, 2022","UGVCL, Guj","Hebatpur,Bavla(Ramnagar),Fedra,Dholasan,Asal, Modasa,Majadar,Nugar,Rangpur",,8,0,879,0,0.001
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","Tata Power-DDL,Delhi",New Delhi,,543,2,2410000,1060000,3.47
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","APDCL, Assam","Badarpur,Karimganj,Kokrajhar,Nagaon,Silchar,Guwahati,Tezpur",,14,2,26156,24522,0.051
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","APEPDCL, AP","Visakhapatnam,Rajmahendravaram,West Godavari,Srikakulam,Vizianagaram Etc",,36,0,5339,0,0.005
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","APSPDCL, AP","Anantpur,Kadapa,Kurnool,Nellore,Tirupati",,11,1,773,0,0.001
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","AVVNL, Raj",Ajmer,,,,,,
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","BRPL, Delhi",New Delhi,,1320,1,3462684,705960,4.169
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","BYPL, Delhi",New Delhi,,982,1,1691718,286170,1.978
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","Brihan Mumbai Electric Supply Company (BEST),Mah",Mumbai (Best),,11,10,29411,1232470,1.262
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","CESC Mysore,Kar","Mysore, Mandya,Hassan, Kodagu",,9,0,496,0,0
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","CESC, WB",Kolkata,,5,11,285,266072,0.266
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","DGVCL, Guj","Surat City, Navsari,Vapi-Town, Haldarva,Bharuch East, Kavadiya Colony",,7,1,15736,480420,0.496
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","DVC, WB","Maithon,Dhanbad","* = Due to non submission of data by some DISCOMs/entities , the total power consumption is provisional and may be updated later.",1,0,0,0,0
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","HESCOM,  Kar",,Information not provided,,,,,
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","JDVVNL, Raj",Pali,,,,,,
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","KSEB, Ker","Thiruvananthapuram,Ernakulam,Kozhikode",,29,1,30583,0,0.031
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","LPDCL, UT of Ladakh",,,,,,,
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","MESCOM, Kar","Mangaluru, Udupi,Shivamogga,Chikkamagaluru",,60,0,1372,0,0.001
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","MSEDCL, Mah","Navi Mumbai,Pune, Thane,Nagpur",,48,4,2692,1121308,1.124
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","NBPDCL, Bihar",Patna,,,,,,
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","Noida Power Company Ltd.(NPCL), UP",Greater Noida,,1,0,2354,0,0.002
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","PGVCL, Guj","Rajkot, Surendranagar,Junagadh, Jamnagar,Morbi, Botad",,6,1,2096,142720,0.145
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022",SBPDCL,Patna,,,,,,
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","TANGEDCO,TN","Coimbatore,Villupuram,Tirunelveli,Chennai North, Vellore",,37,0,42753,0,0.043
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","TPCODL, Orissa",Bhubaneswar,,,,,,
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","TSNPDCL, Tng","Adilabad,Hanamkonda,Kamareddy,Karimnagar,Khammam,Mahabubabad, Nirmal,Nazimabad, Pdeapally,Warangal",,5,0,630,0,0.001
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","TSSPDCL, Tng",Hyderabad,,27,2,12869,861,0.014
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","Torrent Power,Guj",Ahemdabad,,9,5,13829,1541055,1.555
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","UGVCL, Guj","Hebatpur,Bavla(Ramnagar),Fedra,Dholasan,Asal, Modasa,Majadar,Nugar,Rangpur",,6,0,1646,0,0.002
India,"Financial Year (Apr - Mar), 2022",202205,"August, 2022","UHBVN,Haryana","Panchkula, Karnal,Kaithal, Sonipat",,6,0,1009,0,0.001
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","TANGEDCO,TN","Coimbatore,Villupuram,Tirunelveli,Chennai North, Vellore",,34,0,62274,0,0.062
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","UHBVN,Haryana","Panchkula, Karnal,Kaithal, Sonipat",,6,0,818,0,0.001
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","UGVCL, Guj","Hebatpur,Bavla(Ramnagar),Fedra,Dholasan,Asal, Modasa,Majadar,Nugar,Rangpur",,5,0,2818,0,0.003
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","Torrent Power,Guj",Ahemdabad,,8,5,17373,1446808,1.464
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","Tata Power-DDL,Delhi",New Delhi,,535,2,2170000,1020000,3.19
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","TSSPDCL, Tng",Hyderabad,,22,1,10911,270,0.011
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","TSNPDCL, Tng","Adilabad,Hanamkonda,Kamareddy,Karimnagar,Khammam,Mahabubabad, Nirmal,Nazimabad, Pdeapally,Warangal",,1,0,472,0,0
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","TPCODL, Orissa",Bhubaneswar,,,,,,
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022",SBPDCL,Patna,,,,,,
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","PGVCL, Guj","Rajkot, Surendranagar,Junagadh, Jamnagar,Morbi, Botad",,3,1,1677,131220,0.133
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","Noida Power Company Ltd.(NPCL), UP",Greater Noida,,0,0,0,0,0
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","NBPDCL, Bihar",Patna,,,,,,
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","MSEDCL, Mah","Navi Mumbai,Pune, Thane,Nagpur",,48,4,21098,607724,0.629
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","MESCOM, Kar","Mangaluru, Udupi,Shivamogga,Chikkamagaluru",,1,0,480,0,0
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","LPDCL, UT of Ladakh",,,,,,,
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","KSEB, Ker","Thiruvananthapuram,Ernakulam,Kozhikode",,18,1,20427,114,0.021
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","JDVVNL, Raj",Pali,,,,,,
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","DVC, WB","Maithon,Dhanbad","* = Due to non submission of data by some DISCOMs/entities , the total power consumption is provisional and may be updated later.",1,0,0,0,0
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","DGVCL, Guj","Surat City, Navsari,Vapi-Town, Haldarva,Bharuch East, Kavadiya Colony",,7,1,14179,360580,0.375
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","CESC, WB",Kolkata,,5,11,320,282481,0.283
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","CESC Mysore,Kar","Mysore, Mandya,Hassan, Kodagu",,9,0,168,0,0
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","Brihan Mumbai Electric Supply Company (BEST),Mah",Mumbai (Best),,11,10,25843,1352927,1.379
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","BYPL, Delhi",New Delhi,,982,1,1625587,267930,1.894
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","BRPL, Delhi",New Delhi,,1254,1,3257340,544020,3.801
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","AVVNL, Raj",Ajmer,,,,,,
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","APSPDCL, AP","Anantpur,Kadapa,Kurnool,Nellore,Tirupati",,11,0,613,0,0.001
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","APEPDCL, AP","Visakhapatnam,Rajmahendravaram,West Godavari,Srikakulam,Vizianagaram Etc",,34,0,5923,0,0.006
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","APDCL, Assam","Badarpur,Karimganj,Kokrajhar,Nagaon,Silchar,Guwahati,Tezpur",,11,2,23291,20598,0.044
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","BRPL, Delhi",New Delhi,,1208,1,2917073,384120,3.301
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","BYPL, Delhi",New Delhi,,982,1,1548721,287880,1.837
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","Brihan Mumbai Electric Supply Company (BEST),Mah",Mumbai (Best),,11,10,26861,1439790,1.467
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","CESC Mysore,Kar","Mysore, Mandya,Hassan, Kodagu",,8,0,67,0,0
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","CESC, WB",Kolkata,,5,11,330,278302,0.279
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","DGVCL, Guj","Surat City, Navsari,Vapi-Town, Haldarva,Bharuch East, Kavadiya Colony",,7,1,14101,377840,0.392
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","APDCL, Assam","Badarpur,Karimganj,Kokrajhar,Nagaon,Silchar,Guwahati,Tezpur",,11,2,24978,29995,0.055
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","APEPDCL, AP","Visakhapatnam,Rajmahendravaram,West Godavari,Srikakulam,Vizianagaram Etc",,34,0,6639,0,0.007
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","APSPDCL, AP","Anantpur,Kadapa,Kurnool,Nellore,Tirupati",,11,0,2095,0,0.002
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","AVVNL, Raj",Ajmer,,,,,,
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","UHBVN,Haryana","Panchkula, Karnal,Kaithal, Sonipat",,6,0,936,0,0.001
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","UGVCL, Guj","Hebatpur,Bavla(Ramnagar),Fedra,Dholasan,Asal, Modasa,Majadar,Nugar,Rangpur",,3,0,2264,0,0.002
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","Torrent Power,Guj",Ahemdabad,,8,4,18885,1537800,1.557
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","Tata Power-DDL,Delhi",New Delhi,,530,2,2160000,730000,2.89
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","TSSPDCL, Tng",Hyderabad,,18,1,7383,73,0.007
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","TSNPDCL, Tng","Adilabad,Hanamkonda,Kamareddy,Karimnagar,Khammam,Mahabubabad, Nirmal,Nazimabad, Pdeapally,Warangal",,1,0,223,0,0
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","TPCODL, Orissa",Bhubaneswar,,,,,,
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","TANGEDCO,TN","Coimbatore,Villupuram,Tirunelveli,Chennai North, Vellore",,33,0,47531,0,0.048
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022",SBPDCL,Patna,,,,,,
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","PGVCL, Guj","Rajkot, Surendranagar,Junagadh, Jamnagar,Morbi, Botad",,3,1,3354,146600,0.15
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","Noida Power Company Ltd.(NPCL), UP",Greater Noida,,0,0,0,0,0
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","NBPDCL, Bihar",Patna,,,,,,
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","MSEDCL, Mah","Navi Mumbai,Pune, Thane,Nagpur",,48,4,1786,938444,0.94
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","MESCOM, Kar","Mangaluru, Udupi,Shivamogga,Chikkamagaluru",,1,0,1162,0,0.001
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","LPDCL, UT of Ladakh",,,,,,,
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","KSEB, Ker","Thiruvananthapuram,Ernakulam,Kozhikode",,18,1,26234,0,0.026
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","JDVVNL, Raj",Pali,,,,,,
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","HESCOM,  Kar",,Information not provided,,,,,
India,"Financial Year (Apr - Mar), 2022",202203,"June, 2022","DVC, WB","Maithon,Dhanbad","* = Due to non submission of data by some DISCOMs/entities , the total power consumption is provisional and may be updated later.",1,0,0,0,0
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","TSSPDCL, Tng",Hyderabad,,16,0,4817,0,0.005
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","BYPL, Delhi",New Delhi,,941,1,1485693,248070,1.734
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","Brihan Mumbai Electric Supply Company (BEST),Mah",Mumbai (Best),,11,10,24822,1347518,1.372
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","CESC Mysore,Kar","Mysore, Mandya,Hassan, Kodagu",,8,0,102,0,0
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","CESC, WB",Kolkata,,5,11,271,276861,0.277
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","DGVCL, Guj","Surat City, Navsari,Vapi-Town, Haldarva,Bharuch East, Kavadiya Colony",,7,1,9810,304080,0.314
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","DVC, WB","Maithon,Dhanbad","* = Due to non submission of data by some DISCOMs/entities , the total power consumption is provisional and may be updated later.",1,0,0,0,0
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","HESCOM,  Kar",,Information not provided,,,,,
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","JDVVNL, Raj",Pali,,,,,,
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","KSEB, Ker","Thiruvananthapuram,Ernakulam,Kozhikode",,16,1,21983,15,0.022
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","LPDCL, UT of Ladakh",,,,,,,
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","MESCOM, Kar","Mangaluru, Udupi,Shivamogga,Chikkamagaluru",,0,0,0,0,0
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","MSEDCL, Mah","Navi Mumbai,Pune, Thane,Nagpur",,48,4,1914,652588,0.655
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","NBPDCL, Bihar",Patna,,,,,,
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","Noida Power Company Ltd.(NPCL), UP",Greater Noida,,0,0,0,0,0
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","PGVCL, Guj","Rajkot, Surendranagar,Junagadh, Jamnagar,Morbi, Botad",,3,1,455,135780,0.136
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022",SBPDCL,Patna,,,,,,
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","TANGEDCO,TN","Coimbatore,Villupuram,Tirunelveli,Chennai North, Vellore",,32,0,61383,0,0.061
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","TPCODL, Orissa",Bhubaneswar,,,,,,
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","TSNPDCL, Tng","Adilabad,Hanamkonda,Kamareddy,Karimnagar,Khammam,Mahabubabad, Nirmal,Nazimabad, Pdeapally,Warangal",,1,0,286,0,0
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","Tata Power-DDL,Delhi",New Delhi,,527,1,2290000,10000,2.3
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","Torrent Power,Guj",Ahemdabad,,7,4,17359,1573620,1.591
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","UGVCL, Guj","Hebatpur,Bavla(Ramnagar),Fedra,Dholasan,Asal, Modasa,Majadar,Nugar,Rangpur",,2,0,2012,0,0.002
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","UHBVN,Haryana","Panchkula, Karnal,Kaithal, Sonipat",,6,0,5524,0,0.006
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","BRPL, Delhi",New Delhi,,1167,1,2997427,24720,3.022
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","AVVNL, Raj",Ajmer,,,,,,
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","APSPDCL, AP","Anantpur,Kadapa,Kurnool,Nellore,Tirupati",,11,0,2152,0,0.002
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","APEPDCL, AP","Visakhapatnam,Rajmahendravaram,West Godavari,Srikakulam,Vizianagaram Etc",,34,0,7125,0,0.007
India,"Financial Year (Apr - Mar), 2022",202202,"May, 2022","APDCL, Assam","Badarpur,Karimganj,Kokrajhar,Nagaon,Silchar,Guwahati,Tezpur",,9,2,18219,28573,0.047
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","DGVCL, Guj","Surat City, Navsari,Vapi-Town, Haldarva,Bharuch East, Kavadiya Colony",,6,1,11717,351820,0.364
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","UHBVN,Haryana","Panchkula, Karnal,Kaithal, Sonipat",,6,0,2498,0,0.002
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","APDCL, Assam","Badarpur,Karimganj,Kokrajhar,Nagaon,Silchar,Guwahati,Tezpur",,10,2,20226,28839,0.049
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","UGVCL, Guj","Hebatpur,Bavla(Ramnagar),Fedra,Dholasan,Asal, Modasa,Majadar,Nugar,Rangpur",,2,0,1389,0,0.001
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","Torrent Power,Guj",Ahemdabad,,7,4,15772,1481070,1.497
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","Tata Power-DDL,Delhi",New Delhi,,463,1,2000000,50000,2.05
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","TSSPDCL, Tng",Hyderabad,,7,0,1700,0,0.002
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","TSNPDCL, Tng","Adilabad,Hanamkonda,Kamareddy,Karimnagar,Khammam,Mahabubabad, Nirmal,Nazimabad, Pdeapally,Warangal",,0,0,0,0,0
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","DVC, WB","Maithon,Dhanbad","* = Due to non submission of data by some DISCOMs/entities , the total power consumption is provisional and may be updated later.",1,0,0,0,0
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","TPCODL, Orissa",Bhubaneswar,,,,,,
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","TANGEDCO,TN","Coimbatore,Villupuram,Tirunelveli,Chennai North, Vellore",,30,0,53523,0,0.054
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022",SBPDCL,Patna,,,,,,
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","PGVCL, Guj","Rajkot, Surendranagar,Junagadh, Jamnagar,Morbi, Botad",,2,1,526,134140,0.135
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","Noida Power Company Ltd.(NPCL), UP",Greater Noida,,0,0,0,0,0
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","NBPDCL, Bihar",Patna,,,,,,
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","MSEDCL, Mah","Navi Mumbai,Pune, Thane,Nagpur",,48,4,1,133796,0.134
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","MESCOM, Kar","Mangaluru, Udupi,Shivamogga,Chikkamagaluru",,0,0,0,0,0
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","LPDCL, UT of Ladakh",,,,,,,
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","KSEB, Ker","Thiruvananthapuram,Ernakulam,Kozhikode",,10,0,11526,0,0.012
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","JDVVNL, Raj",Pali,,,,,,
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","HESCOM,  Kar",,Information not provided,,,,,
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","APEPDCL, AP","Visakhapatnam,Rajmahendravaram,West Godavari,Srikakulam,Vizianagaram Etc",,33,0,6101,0,0.006
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","APSPDCL, AP","Anantpur,Kadapa,Kurnool,Nellore,Tirupati",,11,0,2059,0,0.002
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","AVVNL, Raj",Ajmer,,,,,,
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","BRPL, Delhi",New Delhi,,1143,1,2513071,3660,2.517
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","BYPL, Delhi",New Delhi,,941,1,1366776,186150,1.553
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","Brihan Mumbai Electric Supply Company (BEST),Mah",Mumbai (Best),,11,10,29890,1309720,1.34
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","CESC Mysore,Kar","Mysore, Mandya,Hassan, Kodagu",,8,0,90,0,0
India,"Financial Year (Apr - Mar), 2022",202201,"April, 2022","CESC, WB",Kolkata,,5,11,311,271576,0.272
